time_s,surface,force_g,accel_x_g,accel_y_g,accel_z_g,gyro_x_dps,gyro_y_dps,gyro_z_dps,tilt_deg
17.0,rough,820.3,0.0756,-0.0028,0.7462,-0.866,0.53,-4.491,5.79
17.25,rough,1026.1,-0.0035,-0.1259,1.0524,6.157,-11.164,1.53,6.82
17.5,rough,907.1,-0.1712,0.0513,1.1769,0.086,-3.428,6.35,8.63
17.75,rough,949.3,0.0245,0.076,1.0486,3.381,12.736,-0.487,4.35
18.0,rough,945.7,0.1088,-0.1406,0.9138,2.48,-5.222,-4.535,11.01
18.25,rough,1021.9,0.0003,-0.0381,1.0585,-3.612,2.147,-4.73,2.06
18.5,rough,829.9,-0.0507,-0.0474,1.0954,9.286,5.802,-0.675,3.63
18.75,rough,861.4,-0.0587,0.002,1.0461,6.086,4.602,4.351,3.21
19.0,rough,1068.3,0.0742,-0.0405,0.9933,8.735,19.106,-0.171,4.86
19.25,rough,991.1,0.1011,-0.0268,0.9782,2.722,-9.175,0.795,6.1
19.5,rough,1041.7,0.1733,0.0442,0.9778,-7.706,-8.396,-4.185,10.37
19.75,rough,971.9,-0.1094,-0.1314,1.0628,14.53,-9.046,4.129,9.14
20.0,rough,938.0,0.0731,0.0537,0.8734,-2.232,-2.308,-4.812,5.93
20.25,rough,978.3,-0.0046,0.0941,0.9665,3.095,8.575,-2.119,5.57
20.5,rough,972.1,-0.0011,0.1434,1.1436,5.401,-8.048,2.646,7.15
20.75,rough,961.8,0.0582,-0.2343,1.1471,3.038,8.684,-8.566,11.89
21.0,rough,849.0,0.0589,-0.0383,0.867,7.781,0.274,0.731,4.63
21.25,rough,870.9,0.0735,-0.2165,0.8982,9.124,-8.65,-4.364,14.28
21.5,rough,912.8,-0.1169,-0.2635,0.9756,-1.911,-13.661,0.07,16.46
21.75,rough,1024.3,-0.08,-0.0056,1.0803,13.816,-11.915,-1.479,4.25
22.0,rough,943.2,0.1883,-0.0599,0.8355,-2.269,-5.194,8.845,13.31
22.25,rough,1010.6,-0.0165,0.01,0.9951,2.862,-1.319,-1.651,1.11
22.5,rough,902.0,0.0467,0.0286,0.9573,-3.295,10.499,7.739,3.27
22.75,rough,1024.9,0.1366,0.1048,1.1193,-5.725,6.233,2.465,8.74
23.0,rough,898.4,0.0656,-0.0146,0.8491,8.876,-6.544,-3.366,4.53
23.25,rough,909.8,0.0756,0.2723,1.0083,26.536,3.188,1.389,15.66
23.5,rough,1043.0,0.1173,0.0106,0.9646,-3.075,12.882,-1.279,6.96
23.75,rough,909.2,-0.244,0.1642,1.1323,10.33,14.617,1.017,14.56
24.0,rough,1048.8,-0.0488,-0.2533,1.0538,-2.77,-2.452,-2.998,13.75
24.25,rough,968.7,0.0662,0.115,0.9473,-0.089,7.475,7.099,7.97
24.5,rough,996.8,0.1765,-0.0381,1.0768,14.939,10.842,3.887,9.52
24.75,rough,970.0,0.0179,-0.2148,0.965,-9.125,-11.755,0.133,12.59
25.0,rough,1002.6,-0.0914,0.0221,1.0899,-11.374,-3.997,7.262,4.93
25.25,rough,908.9,-0.0882,-0.0503,0.9787,-0.741,17.316,0.312,5.92
25.5,rough,1013.1,0.1161,0.038,1.0949,5.641,-2.348,4.61,6.37
25.75,rough,954.3,-0.0161,0.0811,1.0392,3.941,-22.846,0.161,4.55
26.0,rough,1002.4,0.0091,-0.1689,1.2934,3.066,-0.944,1.654,7.45
26.25,rough,883.2,0.0838,0.0815,0.9952,0.29,8.772,-0.342,6.7
26.5,rough,872.3,-0.3382,-0.0194,1.0345,6.686,0.051,0.4,18.13
26.75,rough,954.5,0.25,0.1153,0.9569,-24.766,5.58,0.716,16.05
27.0,rough,920.1,-0.0777,-0.0405,1.0002,-6.382,7.318,-2.813,5.01
27.25,rough,856.4,0.039,-0.067,0.7568,-0.796,-2.769,-1.684,5.85
27.5,rough,1017.3,-0.1946,-0.0173,1.0419,5.989,-4.051,-0.91,10.62
27.75,rough,916.7,-0.0407,-0.0098,1.1209,12.663,1.197,0.965,2.14
28.0,rough,904.0,0.1594,-0.0863,1.0357,-7.523,1.387,-0.128,9.93
28.25,rough,897.3,-0.2199,-0.0696,0.8818,12.385,0.422,4.927,14.66
28.5,rough,1042.9,0.1451,-0.1427,0.9278,-3.847,0.742,3.558,12.37
28.75,rough,983.3,-0.0228,-0.0635,0.7813,-1.104,-5.839,-0.825,4.94
29.0,rough,949.6,0.0685,0.0476,1.0881,4.942,5.852,5.803,4.38
29.25,rough,1051.4,0.0889,-0.0337,0.9094,-1.728,4.674,7.867,5.97
29.5,rough,965.6,0.063,0.0809,0.9974,9.436,-10.421,-8.584,5.87
29.75,rough,983.7,-0.0938,-0.0385,0.9862,-3.439,-3.035,3.916,5.87
